title,genre,developer,critic_score,total_sales,release_date
Sega 3D Classics Collection,Misc,M2,7.0,0.05,2016-04-26
Unsolved Crimes,Adventure,Now Production,6.0,0.05,2008-09-30
Legend of Kay,Action,Neon Studios,7.2,0.05,2005-09-21
Virtua Striker 2002,Sports,Amusement Vision,6.6,0.05,2002-05-20
NBA 2K,Sports,Visual Concepts,8.9,0.05,1999-11-10
Monster 4x4: Masters of Metal,Racing,Ubisoft Barcelona / Inland Productions,5.1,0.05,2003-12-10
Moon,Shooter,Renegade Kid,6.7,0.05,2009-01-13
Air Traffic Chaos,Simulation,TechnoBrain,6.8,0.05,2008-09-09
Air Conflicts: Aces of World War II,Simulation,Cowboy Rodeo,3.3,0.05,2009-04-07
Black Sigil: Blade of the Exiled,Role-Playing,Studio Archcraft,6.0,0.05,2009-06-09
Blues Brothers 2000,Platform,Player 1,4.9,0.05,2000-11-16
Activision Hits: Remixed,Misc,Digital Eclipse Software,7.4,0.05,2006-11-08
Activision Anthology,Misc,Aspyr,8.0,0.05,2003-12-08
Owlboy,Platform,D-Pad Studios,9.0,0.05,2018-05-29
Fate/Unlimited Codes Portable,Fighting,Eighting,7.6,0.05,2009-06-18
Battle Chasers: Nightwar,Role-Playing,Airship Syndicate,8.5,0.05,2018-05-15
Philosoma,Shooter,G Artist,5.0,0.05,1996-02-26
Rock of the Dead,Shooter,Epicenter Studios,5.0,0.05,2010-10-19
ESPN Great Outdoor Games Bass 2002,Sports,Konami,5.5,0.05,2001-11-29
Cartoon Network Block Party,Misc,One Man Band,4.0,0.05,2004-08-05
Major Minor's Majestic March,Misc,NanaOn-Sha,4.5,0.05,2009-04-02
Rogue Ops,Action,Bits Studios,6.1,0.05,2003-10-29
The Nightmare of Druaga: Fushigino Dungeon,Role-Playing,Arika,6.4,0.05,2004-10-26
All Star Tennis 99,Sports,Smart Dog,5.1,0.05,1999-08-31
Rez,Shooter,United Game Artists,9.0,0.05,2002-01-07
The Sims,Simulation,Maxis,8.9,0.05,2000-01-31
Death Jr. II: Root of Evil,Platform,Backbone Entertainment,6.9,0.05,2006-10-31
Bottom of the 9th '99,Sports,Konami,5.0,0.05,1998-07-01
Rave Master,Fighting,Konami,6.8,0.05,2005-03-08
Dual Hearts,Role-Playing,Matrix Software,7.5,0.05,2002-09-23
DuckTales: Remastered,Platform,WayForward,8.6,0.05,2013-08-13
Barnyard,Action,Halfbrick Studios,5.6,0.05,2006-08-01
Bad Boys: Miami Takedown,Shooter,Blitz Games,4.3,0.05,2004-09-14
Fatal Frame II: Crimson Butterfly Director's Cut,Action,Tecmo,8.7,0.05,2004-11-01
Hellblade: Senua's Sacrifice,Action-Adventure,Ninja Theory,8.3,0.05,2018-12-04
FIFA Soccer 2003,Sports,Exient Entertainment,6.9,0.05,2002-11-19
Armored Core: Formula Front Extreme Battle,Simulation,From Software,6.7,0.05,2005-12-15
Around the World in 80 Days,Action,Saffire Corporation,3.5,0.05,2004-07-05
TNA iMPACT: Cross the Line,Fighting,Point of View,3.5,0.05,2010-06-22
IL-2 Sturmovik: Cliffs of Dover,Simulation,1C: Maddox Games,5.0,0.05,2011-04-26
Super Bubble Pop,Puzzle,Runecraft,4.2,0.05,2003-01-03
I am Setsuna,Role-Playing,Tokyo RPG Factory,7.0,0.05,2017-03-03
Wonder Boy: The Dragon's Trap (Remake),Platform,Lizardcube,7.4,0.05,2017-04-18
Jenga World Tour,Misc,Atomic Planet Entertainment,2.0,0.05,2007-12-07
Double Dragon Advance,Action,Million,7.9,0.05,2003-11-14
Disney's PK: Out of the Shadows,Platform,Ubisoft,4.0,0.05,2002-12-03
Summoner: A Goddess Reborn,Role-Playing,Cranky Pants Games,8.0,0.05,2003-01-31
Worms Reloaded,Strategy,Team17 Software,8.5,0.05,2010-08-26
GrimGrimoire,Strategy,Vanillaware,7.7,0.05,2007-06-26
Medabots: Infinity,Role-Playing,"Imagineer Co., Ltd.",5.4,0.05,2003-12-14
The Typing of the Dead,Shooter,Smilebit,8.6,0.05,2001-01-23
Yoku's Island Express,Action,Villa Gorilla,9.0,0.04,2018-06-19
Halo: Combat Evolved,Shooter,Gearbox Software,8.6,0.04,2003-09-30
C.O.R.E.,Shooter,NoWay Studio,4.4,0.04,2009-08-11
Hot Potato!,Action,Pukka Games,7.7,0.04,2001-07-01
Aegis of Earth: Protonovus Assault,Action,Acquire,4.0,0.04,2016-03-15
Blade Strangers,Fighting,Studio Saizensen,8.3,0.04,2018-08-28
Chessmaster,Misc,Ubisoft,7.5,0.04,2002-08-28
Big Mutha Truckers,Racing,Raylight Studios,5.0,0.04,2005-11-09
Fading Shadows,Puzzle,Ivolgamus,7.0,0.04,2008-07-03
Chaos Wars,Strategy,Idea Factory,6.8,0.04,2008-06-03
Patrician IV,Strategy,Gaming Minds Studios,6.7,0.04,2010-09-14
Metal Slug XX,Shooter,SNK Playmore Corporation,6.9,0.04,2010-02-23
Metal Gear Solid: Digital Graphic Novel,Misc,Kojima Productions,7.6,0.04,2006-06-13
Trine 2: Director's Cut,Platform,Frozenbyte,7.8,0.04,2012-11-18
PlayStation Move Ape Escape,Party,SCE Japan Studio,4.0,0.04,2011-07-05
Dead Head Fred,Action,Vicious Cycle,7.6,0.04,2007-08-28
Supreme Commander: Forged Alliance,Strategy,Gas Powered Games,8.1,0.04,2007-11-06
Napoleon Dynamite: The Game,Puzzle,7 Studios,4.3,0.04,2007-10-23
The Invincible Iron Man,Action,Torus Games Pty. Ltd.,6.4,0.04,2002-12-15
Dark Arena,Shooter,Graphic State,6.8,0.04,2002-01-18
Empire Earth III,Strategy,Mad Doc Software,4.8,0.04,2007-11-06
All Points Bulletin,Action,Realtime Worlds,7.0,0.04,2010-06-29
Monster Boy and the Cursed Kingdom,Action-Adventure,Game Atelier,8.0,0.04,2018-11-06
Adidas Power Soccer,Sports,Shen Studios,7.0,0.04,1996-08-31
Meteos: Disney Magic,Puzzle,Q Entertainment,7.3,0.04,2007-02-20
Denki Blocks!,Puzzle,Denki,8.0,0.04,2001-10-30
Evolution Skateboarding,Sports,Konami Computer Entertainment Osaka,4.8,0.04,2002-11-17
Castle of Shikigami III,Shooter,Alfa System,7.2,0.04,2008-05-13
Mana Khemia: Alchemists of Al-Revis (JP sales),Role-Playing,Gust,6.6,0.04,2008-04-01
East India Company,Strategy,Nitro Games,7.4,0.04,2009-07-31
MLB SlugFest 20-04,Sports,Criterion Games,8.0,0.04,2003-03-16
The Movies,Simulation,Lionhead Studios,8.2,0.04,2005-11-08
Bomberman: Act Zero,Puzzle,Hudson Soft,3.5,0.04,2006-08-29
Adventure Time: Explore the Dungeon Because I Don't Know!,Action-Adventure,Way Forward,2.8,0.04,2013-12-12
Assassin's Creed Rogue Remastered,Action-Adventure,Ubisoft,6.0,0.04,2018-03-20
Jerry Rice and Nitus' Dog Football,Sports,Judo Baby,7.0,0.04,2011-08-16
Justice League: Chronicles,Platform,Full Fat,3.5,0.04,2003-11-12
Sine Mora EX,Action,Digital Reality,8.0,0.04,2017-09-26
Langrisser: Re:Incarnation Tensei,Role-Playing,NCS,1.5,0.04,2016-04-19
Scaler,Platform,Artificial Mind & Movement,7.3,0.04,2004-11-17
The Ant Bully,Platform,Artificial Mind and Movement,5.2,0.04,2006-07-24
Dragon Ball: Advanced Adventure,Action,Dimps Corporation,7.7,0.04,2006-06-06
Conflict: Desert Storm II - Back to Bagdhad,Shooter,Pivotal Games,6.9,0.04,2004-01-07
Company of Heroes,Strategy,Relic,9.4,0.04,2006-09-13
Stoked: Big Air Edition,Sports,Bongfish GmbH,8.6,0.04,2009-11-23
Steambot Chronicles,Role-Playing,Irem Software Engineering,7.2,0.04,2006-05-23
Ballistic,Puzzle,Atari,7.9,0.04,1999-10-31
Pocket Pool,Action,Hyper-Devbox,3.4,0.04,2007-04-18
Pure Farming 2018,Simulation,Ice Flames,7.0,0.04,2018-03-13
Boktai 2: Solar Boy Django,Role-Playing,Kojima Productions,7.9,0.04,2004-10-19
Advance Guardian Heroes,Role-Playing,"Treasure Co., Ltd.",7.0,0.04,2004-09-14
Greg Hastings' Tournament Paintball Max'd,Shooter,Activision Value,2.2,0.03,2006-01-31
World of Goo,Puzzle,2D Boy,9.0,0.03,2008-10-21
Guild Wars: Nightfall,Role-Playing,ArenaNet,8.0,0.03,2006-10-26
World in Conflict,Strategy,Massive Entertainment,9.1,0.03,2007-09-18
Gotcha Force,Shooter,Capcom,5.8,0.03,2003-12-03
Tail Concerto,Adventure,CyberConnect2,7.3,0.03,1999-08-31
Armored Core: Last Raven Portable,Simulation,From Software,5.0,0.03,2010-03-04
Disney's Hide & Sneak,Action,Capcom,4.7,0.03,2003-11-30
Starshot: Space Circus Fever,Platform,Infogrames,5.2,0.03,1999-06-30
Dr. Muto,Platform,Midway,7.5,0.03,2002-12-17
SoulCalibur II(JP sales),Fighting,Namco,9.3,0.03,2003-08-27
The Lost Child,Role-Playing,Crim,7.5,0.03,2018-06-19
Legend of the Dragon,Fighting,Neko Entertainment,2.9,0.03,2007-05-29
Driven,Racing,Crawfish Interactive,6.8,0.03,2001-11-28
Driver: Parallel Lines,Racing,Reflections Interactive,5.9,0.03,2007-06-26
Animal Boxing,Fighting,Gammick Entertainment,6.1,0.03,2008-12-02
S.T.A.L.K.E.R.: Clear Sky,Shooter,GSC Game World,7.0,0.03,2008-09-15
Auto Modellista,Racing,Capcom,5.9,0.03,2003-09-30
Atomic Betty,Puzzle,Big Blue Bubble,6.0,0.03,2005-10-25
The Flintstones: Big Trouble in Bedrock,Platform,H2O Entertainment,4.0,0.03,2001-12-09
Crimson Tears,Role-Playing,Spike / DreamFactory Ltd.,5.9,0.03,2004-07-21
Go! Go! Hypergrind,Sports,Poponchi,6.5,0.03,2003-11-18
Astonishia Story,Role-Playing,Sonnori,4.8,0.03,2006-06-06
Klonoa 2: Dream Champ Tournament,Platform,Namco,8.1,0.03,2005-02-23
Gekido Advance: Kintaro's Revenge,Action,NA.P.S. Team SNC,7.7,0.03,2003-11-25
Gauntlet / Rampart,Misc,EC Interactive Games,4.0,0.03,2005-11-03
Drome Racers,Racing,Mobius Entertainment,7.5,0.03,2003-06-19
Buffy the Vampire Slayer: Wrath of the Darkhul King,Action,Natsume,4.6,0.03,2003-06-24
Justice League Heroes: The Flash,Action,WayForward Technologies,8.0,0.03,2006-10-17
Jet Grind Radio,Action,Vicarious Visions,7.1,0.03,2003-06-26
"Crouching Tiger, Hidden Dragon",Action,Ubisoft,5.9,0.03,2005-10-09
Zero Escape: Virtue's Last Reward,Visual Novel,Spike Chunsoft,9.0,0.03,2012-10-23
Zatch Bell! Electric Arena,Fighting,Eighting,4.4,0.03,2005-11-22
Cabela's Dangerous Hunts 2,Sports,FUN Labs,6.5,0.03,2005-11-16
Graffiti Kingdom,Role-Playing,Garakuta-Studio,7.2,0.03,2005-07-28
Armored Core SL: Silent Line Portable,Simulation,From Software,5.8,0.03,2009-11-19
Undertale,Role-Playing,Toby Fox,9.35,0.03,2018-09-18
Earthworm Jim 2,Platform,Super Empire,4.7,0.03,2002-05-31
Elf Bowling 1 & 2,Sports,Ignition Entertainment,1.4,0.03,2005-11-28
Empire Earth II,Strategy,Mad Doc Software,8.0,0.03,2005-04-26
RoadKill,Action,Terminal Reality,7.7,0.03,2003-10-30
Backyard NFL Football 2006,Sports,Humongous Entertainment,5.5,0.03,2005-10-18
Radiant Silvergun,Shooter,"Treasure Co., Ltd.",9.0,0.03,1998-07-23
Penny-Punching Princess,Misc,Nippon Ichi Software,6.5,0.03,2018-04-03
Code of  Princess EX,Action,Studio Saizensen,7.2,0.03,2018-07-31
Men of War,Strategy,Best Way,9.0,0.03,2009-03-16
The Sum of All Fears,Shooter,Red Storm Entertainment,3.2,0.03,2003-01-09
Bookworm,Puzzle,PopCap,6.0,0.03,2004-06-30
Railroad Tycoon 3,Strategy,PopTop Software,8.8,0.03,2003-10-28
Rabbids Land,Party,Ubisoft Paris,6.1,0.03,2012-11-18
Planescape: Torment,Role-Playing,Black Isle Studios,8.8,0.03,1999-11-30
Major League Baseball 2K8,Sports,Kush Games,6.5,0.03,2008-03-03
Roadsters,Racing,Titus Software,4.5,0.03,2000-03-21
Rise of Nations: Rise of Legends,Strategy,Big Huge Games,8.3,0.03,2006-05-09
Agony,Action-Adventure,Madmind Studio,5.0,0.03,2018-05-29
Batman Forever: The Arcade Game,Action,Iguana Entertainment,5.2,0.03,1996-12-03
Alienators: Evolution Continues,Action,Digital Eclipse,7.0,0.03,2001-11-07
Metal Saga,Role-Playing,Createch,6.1,0.03,2006-04-25
Castlevania: Lords of Shadow - Reverie,Action,Mercury Steam,7.0,0.03,2011-03-22
Dave Mirra Freestyle BMX 3,Sports,Full Fat,8.0,0.03,2002-11-26
Charlie Blasts Territory,Action,Realtime Associates,5.9,0.03,1999-04-30
NBA 08,Sports,SCE San Diego Studio,7.2,0.03,2007-10-12
Age of Conan: Rise of the Godslayer,Role-Playing,Funcom,7.9,0.03,2010-05-11
CIMA: The Enemy,Role-Playing,Neverland,6.8,0.03,2003-11-17
CT Special Forces,Action,LSP,5.9,0.03,2004-01-04
FIFA World Cup: Germany 2006,Sports,EA Canada,4.3,0.03,2006-04-24
Guilty Gear XX Accent Core Plus,Fighting,Arc System Works,7.0,0.03,2009-05-12
3D Baseball,Sports,Crystal Dynamics,7.6,0.03,1996-11-27
Homeworld 2,Strategy,Relic,8.1,0.03,2003-09-16
Hot Pixel,Puzzle,zSlide,5.7,0.03,2007-10-02
Syberia,Adventure,Microids,8.0,0.03,2002-09-01
Disney Sports Soccer,Sports,Konami,7.3,0.03,2002-11-11
Disney's Aladdin,Platform,Disney Interactive,5.9,0.03,2004-09-28
Disney Sports Basketball,Sports,Konami,5.35,0.03,2002-11-23
A Game of Thrones: Genesis,Strategy,Cyanide,4.9,0.03,2011-09-28
XGRA: Extreme G Racing Association,Racing,Acclaim Studios Cheltenham,7.4,0.02,2003-11-24
Syberia II,Adventure,Microids,7.5,0.02,2004-03-30
Disney Sports Football,Sports,Konami,6.2,0.02,2002-11-05
Charlie's Angels,Action,Neko Entertainment,2.5,0.02,2003-07-09
Neverwinter Nights 2,Role-Playing,Obsidian Entertainment,8.0,0.02,2006-11-01
Aedis Eclipse: Generation of Chaos,Role-Playing,Neverland Company,5.8,0.02,2007-04-24
Fallen Legion: Rise to Glory,Role-Playing,Unknown,7.0,0.02,2018-05-29
Top Gear RPM Tuning,Racing,Babylon Software,4.9,0.02,2005-02-16
Davis Cup Tennis,Sports,Hokus Pokus,6.4,0.02,2002-10-14
AirForce Delta Storm,Shooter,Konami,7.5,0.02,2002-09-16
DemiKids: Light Version,Role-Playing,Atlus Co.,6.6,0.02,2003-10-06
Barbie as the Princess and the Pauper,Adventure,VU Games,6.0,0.02,2004-09-12
DemiKids: Dark Version,Role-Playing,Atlus Co.,6.6,0.02,2003-10-07
Bottom of the 9th '97,Sports,Konami,6.0,0.02,1997-06-01
Football Manager 2007,Sports,Sports Interactive,8.4,0.02,2006-12-01
Two Worlds,Role-Playing,Reality Pump,7.4,0.02,2007-08-23
Tycoon City: New York,Strategy,Deep Red,6.2,0.02,2006-02-21
Adidas Power Soccer 98,Sports,Shen Studios,5.8,0.02,1998-06-30
Demigod,Strategy,Gas Powered Games,7.2,0.02,2009-04-14
Dead to Rights,Shooter,Torus Games,3.6,0.02,2004-12-03
Bomberman Fantasy Race,Racing,Graphic Research,6.3,0.02,1999-03-31
Chicken Hunter,Shooter,Phenomedia,3.5,0.02,2008-03-04
Mission: Impossible - Operation Surma,Action,Paradigm Entertainment,7.3,0.02,2004-03-23
Tube Slider,Racing,"Nd Cube Co., Ltd.",5.9,0.02,2003-04-17
Blender Bros.,Platform,Hudson,7.4,0.02,2002-04-15
Mount & Blade,Role-Playing,Taleworlds,7.2,0.02,2008-09-16
Ceville,Adventure,Realmforge Studios,9.0,0.02,2009-04-09
F1 2002,Racing,Magic Pockets,6.5,0.02,2003-01-07
Trigger Man,Shooter,Point of View,2.0,0.02,2004-10-05
Trapped Dead,Strategy,Headup Games / Crenetic,4.0,0.02,2011-02-25
Ruff Trigger: The Vanocore Conspiracy,Platform,Playstos Entertainment,5.9,0.02,2006-06-28
Bugriders: The Race of Kings,Racing,n-Space,3.0,0.02,1997-11-01
Kensei: Sacred Fist,Fighting,Konami,5.7,0.02,1998-11-30
Kill.switch,Shooter,Visual Impact,7.5,0.02,2004-09-16
"Warhammer 40,000: Dawn of War: Soulstorm",Strategy,Iron Lore Entertainment,6.9,0.02,2008-03-04
Crime Scene,Adventure,White Birds Productions,8.0,0.02,2010-02-16
Disney's Magical Quest 3 Starring Mickey and Donald,Action,Capcom Entertainment,6.5,0.02,2005-06-14
Sniper Elite,Shooter,Rebellion Developments,7.4,0.02,2005-10-27
Speed Kings,Racing,Climax Entertainment,6.7,0.02,2003-05-28
Still Life 2,Adventure,GameCo Studios,7.3,0.02,2009-08-11
Star Trek Online,Role-Playing,Cryptic Studios,5.9,0.02,2010-02-02
Dinotopia: The Sunstone Odyssey,Action,Vicious Cycle,4.7,0.02,2003-07-23
Worldwide Soccer Manager 2007,Sports,Sports Interactive,8.9,0.02,2006-10-01
Tenkai Knights: Brave Battle,Action,Delta Factory,4.5,0.02,2014-10-07
Terminator 3: The Redemption,Shooter,Paradigm Entertainment,6.8,0.02,2004-09-06
Stronghold Crusader Extreme,Strategy,FireFly Studios,4.3,0.02,2008-06-02
Car Battler Joe,Role-Playing,Ancient,7.9,0.02,2002-10-21
Runner3,Platform,Choice Provisions,7.5,0.02,2018-05-22
République,Action-Adventure,Camouflaj,6.5,0.02,2016-03-22
Games Explosion!,Action,FrontLine Studios,4.0,0.02,2006-08-15
Gal Metal!,Music,DMM Games,7.0,0.02,2018-10-30
The Haunted: Hell's Reach,Shooter,ValuSoft,5.3,0.02,2011-10-20
Assetto Corsa,Racing,Kunos Simulazioni,6.0,0.02,2016-08-30
Kong: The Animated Series,Action,Planet Interactive,5.0,0.02,2002-08-20
Brothers in Arms: Hell's Highway,Shooter,Gearbox Software,6.0,0.02,2008-10-07
Future Tactics: The Uprising,Strategy,Zed Two Limited,6.8,0.02,2004-05-10
Rule of Rose,Action,Punchline / Shirogumi,5.9,0.02,2006-09-12
Gears of War,Shooter,Epic Games,8.8,0.02,2007-11-06
Viva Pinata,Simulation,Rare Ltd.,8.0,0.02,2007-11-06
Unreal Tournament 2004,Shooter,Epic Games,9.4,0.02,2004-03-16
Puyo Pop Fever,Puzzle,Sonic Team,7.9,0.01,2004-07-20
Aliens versus Predator,Shooter,Rebellion Developments,8.7,0.01,1999-04-30
Karnaaj Rally,Racing,Paragon 5,7.9,0.01,2003-01-02
Freekstyle,Racing,Full Fat,7.2,0.01,2003-08-30
The Last Remnant,Role-Playing,Square Enix,7.3,0.01,2009-03-24
bit Generations: Dotstream,Racing,skip Ltd.,8.0,0.01,2006-07-13
Happy Birthdays,Misc,Arc System Works,8.5,0.01,2018-06-05
Call of Duty,Shooter,Infinity Ward,7.0,0.01,2003-10-29
BlowOut,Shooter,Terminal Reality,6.5,0.01,2003-11-26
Defender,Shooter,OutLook Entertainment,3.5,0.01,2002-11-03
Banjo-Kazooie,Platform,4J Studios,7.0,0.01,2008-12-03
MetropolisMania 2,Strategy,Indi Software,4.3,0.01,2007-08-28
Pirates of Black Cove,Adventure,Nitro Games,5.5,0.01,2011-08-02
Neverwinter Nights 2: Mask of the Betrayer,Role-Playing,Obsidian Entertainment,8.0,0.01,2007-10-09
Battlestations: Midway,Strategy,Eidos Hungary,7.7,0.01,2007-01-30
Blackthorne,Action,Mass Media,7.1,0.01,2003-09-17
Neverwinter Nights 2: Storm of Zehir,Role-Playing,Obsidian Entertainment,7.2,0.01,2008-11-18
After Burner: Black Falcon,Simulation,Planet Moon Studios,7.4,0.01,2007-03-20
Dawn of Discovery: Venice,Simulation,Blue Byte Software / Related Designs,7.0,0.01,2010-02-26
Gurumin: A Monstrous Adventure,Role-Playing,Nihon Falcom Corporation,7.4,0.01,2007-02-12
Hoshigami: Ruining Blue Earth Remix,Role-Playing,Barnhouse Effect,5.6,0.01,2007-06-25
Flipping Death,Adventure,Zoink Games,7.5,0.01,2018-10-16
Pocket Racers,Racing,Blade Interactive,3.8,0.01,2006-11-14
Battle B-Daman,Action,Atlus Co.,6.0,0.01,2006-07-26
Musynx,Music,PM Studios,7.5,0.01,2018-06-19
Trine,Platform,Frozenbyte,8.1,0.01,2009-07-02
Fast Racing Neo,Racing,Shin'en,8.1,0.01,2015-12-10
Buzz! Quiz World,Misc,Relentless Software,5.9,0.01,2009-12-18
Winx Club: Join the Club,Platform,n-Space,3.6,0.01,2007-05-07
Army Men: Air Combat - The Elite Missions,Shooter,3DO,3.8,0.01,2003-03-25
Command & Conquer 4: Tiberian Twilight,Strategy,EA Los Angeles,6.6,0.01,2010-03-16
Command & Conquer: Generals,Strategy,EA Pacific,8.6,0.01,2003-02-10
Kao the Kangaroo,Platform,Titus Software,3.9,0.01,2001-12-11
Capcom Puzzle World,Puzzle,Capcom,7.4,0.01,2007-02-06
Hospital Tycoon,Strategy,Big Red Software,4.0,0.01,2007-06-05
Zoo Tycoon 2: Extinct Animals,Strategy,Blue Fang Games,7.6,0.01,2007-10-16
Zuma's Revenge!,Puzzle,PopCap Games,8.3,0.01,2009-09-16
bit Generations: Dialhex,Puzzle,skip Ltd.,7.0,0.01,2006-07-13
CT Special Forces 2: Back in the Trenches,Shooter,LSP,7.4,0.01,2004-06-29
Hotel Transylvania 3: Monsters Overboard,Action-Adventure,Torus Games,6.5,0.01,2018-07-10
Grooverider: Slot Car Thunder,Racing,King of the Jungle,4.5,0.01,2003-09-28
Captain Rainbow,Adventure,skip Ltd.,7.0,0.01,2008-08-28
Carmageddon 64,Action,SCi,1.3,0.01,1999-12-05
Street Cleaning Simulator,Simulation,TML Studios,1.5,0.01,2011-07-01
Aquaman: Battle for Atlantis,Action,Lucky Chicken,2.4,0.01,2003-07-23
Guild Wars: Factions,Role-Playing,ArenaNet,8.6,0.01,2006-04-28
Hugo: The Evil Mirror,Action,ITE Media,5.9,0.01,2005-04-24
The City of Lost Children,Adventure,Psygnosis,4.9,0.01,1997-05-31
Dr. Sudoku,Puzzle,Success,6.7,0.01,2006-05-03
Space Raiders,Shooter,Taito Corporation,2.9,0.01,2004-04-19
Soul Calibur IV,Fighting,Project Soul,8.4,0.01,2008-07-29
STORM: Frontline Nation,Strategy,Colossai Studio,7.0,0.01,2011-06-28
Devil May Cry 3: Dante's Awakening Special Edition,Action,Capcom,7.1,0.01,2006-10-16
Dungeon Explorer: Warriors of Ancient Arts,Role-Playing,Hudson Soft,6.1,0.01,2008-02-15
Bruce Lee: Return of the Legend,Action,Vicarious Visions,8.4,0.01,2003-03-28
Shogun: Total War,Strategy,The Creative Assembly,8.8,0.01,2000-06-13
SimCity 3000 Unlimited,Simulation,Maxis,6.9,0.01,2000-05-16
Deus Ex,Shooter,Ion Storm,9.2,0.01,2000-06-26
Duke Nukem Advance,Shooter,Torus Games,8.5,0.01,2002-08-12
LMA Manager 2007,Sports,Codemasters,6.2,0.01,2006-09-22
Virtua Quest,Role-Playing,Artificial Mind and Movement,5.4,0.01,2005-01-19
Legend of Kay Anniversary,Action-Adventure,THQ Nordic,6.5,0.01,2018-05-29
Lionheart: Kings' Crusade,Strategy,Neocore Games,6.3,0.01,2010-10-08
Brian Lara International Cricket 2007,Sports,Codemasters,7.3,0.01,2007-03-23
Breach,Shooter,Atomic Games,6.5,0.01,2011-01-26
Unreal Tournament 2003,Shooter,Digital Extremes,9.0,0.01,2002-09-30
E.T. The Extra-Terrestrial,Action,Fluid Studios,3.5,0.01,2001-12-14
High Heat Major League Baseball 2002,Sports,Mobius Entertainment,6.0,0.0,2001-09-16
Ape Academy 2,Misc,Shift,6.4,0.0,2006-09-29
High Heat Major League Baseball 2003,Sports,Mobius Entertainment,6.0,0.0,2002-03-05
Fallout 2,Role-Playing,Black Isle Studios,9.2,0.0,1998-09-30
Aero The Acro-Bat,Platform,Atomic Planet Entertainment,7.2,0.0,2002-05-14
Big Bumpin',Action,Blitz Games,6.7,0.0,2006-11-19
Disney Sports Motocross,Racing,Konami,5.2,0.0,2003-03-31
Disney Sports Snowboarding,Sports,Konami,5.1,0.0,2003-02-05
Pure (JP sales),Racing,Black Rock Studio,7.0,0.0,2009-06-25
The Sims 2 Holiday Edition,Simulation,Maxis,2.0,0.0,2005-11-15
Act of War: High Treason,Strategy,Eugen Systems,6.8,0.0,2006-05-30
Act of War: Direct Action,Strategy,Eugen Systems,8.2,0.0,2005-03-15
Thrillville: Off the Rails,Strategy,Frontier Developments,8.1,0.0,2007-10-09
Pokémon Rumble U,Action,Ambrella,5.7,0.0,2013-08-29
Medieval: Total War,Strategy,The Creative Assembly,9.0,0.0,2002-08-19
Football Manager 2006,Sports,Sports Interactive,8.5,0.0,2006-04-13
Metal Gear Solid,Action,Digital Dialect,8.5,0.0,2000-09-24
Titan Quest: Immortal Throne,Role-Playing,Iron Lore,8.3,0.0,2007-03-05
Aion: Tower of Eternity,Role-Playing,NCsoft,7.4,0.0,2009-09-22
Championship Manager 2006,Strategy,Gusto Games,7.8,0.0,2006-04-07
Extreme Ghostbusters,Platform,Magic Pockets,7.1,0.0,2002-12-30
Muppet Pinball Mayhem,Misc,Digital Eclipse,7.9,0.0,2002-05-29
Mount & Blade: With Fire & Sword,Role-Playing,Snowberry Connection and Sich Studio,6.6,0.0,2011-05-03
F1 Grand Prix,Racing,Traveller's Tales,6.0,0.0,2005-09-01
Tropico,Strategy,Gathering of Developers,8.7,0.0,2001-04-23
Phalanx,Shooter,Zoom Inc.,5.0,0.0,2001-12-27
Penumbra: Overture,Adventure,Frictional Games,6.9,0.0,2007-05-08
Tropico 2: Pirate Cove,Simulation,Frog City Software,8.3,0.0,2003-04-08
Paper Mario,Role-Playing,Intelligent Systems,9.0,0.0,2007-07-16
Twin Sector,Action,DNS Development,4.2,0.0,2010-01-23
David Beckham Soccer,Sports,Rage Software,3.1,0.0,2002-10-07
Trainz,Simulation,Auran Games,8.4,0.0,2002-02-10
Resident Evil 5: Gold Edition,Action,Capcom,9.2,0.0,2010-03-09
Reservoir Dogs,Action,Volatile Games,5.6,0.0,2006-10-24
Defender of the Crown,Strategy,Crawfish Interactive,6.8,0.0,2002-10-07
Boulder Dash EX,Puzzle,Vision Works,7.7,0.0,2002-09-16
Matt Hazard: Blood Bath and Beyond,Shooter,Vicious Cycle,6.6,0.0,2010-01-06
